Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Purple binder service type,canonical_Zip,canonical_Site name,canonical_Program Name,canonical_Agency,canonical_Source,canonical_Eearly Head Start Fund,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Website,canonical_Program Option,canonical_Fax,canonical_Head Start Fund,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Director,canonical_Phone,canonical_Address,canonical_ECE Available Programs,canonical_CC fund,canonical_Email Address,canonical_Column,canonical_Center Director,canonical_Funded Enrollment,canonical_Column2,canonical_Number per Site EHS,canonical_Neighborhood,canonical_Progmod,canonical_IDHS Provider ID,canonical_Number per Site HS,canonical_Executive Director,canonical_Id
119,0.95293698708216346,2272,DFSS_AgencySiteLies_2012.csv,South Shore United Methodist South Shore United Child Care Center,7350 S. Jeffery ,60649,3244430,,,,,,,South Shore United Methodist,,,,,,,,,,,,Marcell Hooks,Marcell Hooks,,,,,,,ssumccc1@ameritech.net,60649,south shore united methodist south shore united child care center,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,564213,marcell hooks,,3244430,7350 s jeffery blvd,marcell hooks,,03/31/13,,,south shore united methodist,,,,,,,,2272
815,0.93053323030471802,2273,DFSS_AgencySiteLies_2012.csv,Thresholds Thresholds Mothers' Project,1110 W. Belmont ,60613,5373290,,,,,,,Thresholds,,,,,,,,,,,www.thresholds.org,Ayana Kiklas,Ayana Kiklas,,,,,,,,60657,thresholds thresholds mothers' project,,,chapin_dfss_providers_2011_070212.csv,marshelia harris,,,no,lake view,,,,ayana kiklas,,5373290,1110 w belmont,ayana kiklas,no,,,www.thresholds.org,thresholds,child care,,,no,,,"2535it(child care it center), 2535ps(child care ps center),",2273
816,0.980305,2274,DFSS_AgencySiteLies_2012.csv,Trinity Resources Unlimited Inc High Mountain,919 N. Lavergne ,60651,6263997,,,,,,,Trinity Resources Unlimited Inc,,,,,,,,,,,,Marion Hayes,Marion Hayes,,,,,,,,60651,"trinity resources unlimited, inc. high mountain",,,chapin_dfss_providers_2011_070212.csv,marion hayes,,,no,austin,,,,marion hayes,,6263997,919 n lavergne,marion hayes,yes,,,,"trinity resources unlimited, inc.",,,,no,,,,1886
817,0.978573,2275,DFSS_AgencySiteLies_2012.csv,Trinity Resources Unlimited Inc Hope for Youth,5900 W. Iowa ,60651,6260322,,,,,,,Trinity Resources Unlimited Inc,,,,,,,,,,,,Marion Hayes,Yolonda Johnson,,,,,,,,60651,"trinity resources unlimited, inc. hope for youth",,,chapin_dfss_providers_2011_070212.csv,bernice porter,,,no,austin,,,,yolonda johnson,,6260322,5900 w iowa,marion hayes,yes,,,,"trinity resources unlimited, inc.",,,,no,,,7019ps(hs collaboration with childcare),1887
1192,,2276,DFSS_AgencySiteLies_2012.csv,Trinity United Church of Christ Dr. Deton J. Brooks Head Start,6921 S. Stony Island ,60649,9661603,,,,,,,Trinity United Church of Christ,,,,,,,,,,,www.tucc.org,Janet Moore,Cherie Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,,2277,DFSS_AgencySiteLies_2012.csv,Trinity United Church of Christ Dr. Jeremiah Wright  Jr. Early Care and Learning Center,532 W 95th St. ,60628,9661503,,,,,,,Trinity United Church of Christ,,,,,,,,,,,www.tucc.org,Janet Moore,Ekoi Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,0.98247149586677551,2278,DFSS_AgencySiteLies_2012.csv,Westside Holistic Family Services WESTSIDE HOLISTIC FAMILY SERVICES,4909 W. Division ,60651,9218777,,,,,,,Westside Holistic Family Services,,,,,,,,,,,,Jo Anne Anderson,Florence Merritt,,,,,,,,60651,westside holistic family services westside holistic family services,head start,,dfss_agencysitelies_2012.csv,florence merritt,half day/full day,,no,austin,,,,florence merritt,,9218777,4909 w division,jo anne anderson,yes,,,,westside holistic family services,,,,no,,,,765
111,0.92967895666758216,2279,DFSS_AgencySiteLies_2012.csv,Woodlawn A.M.E. Church WOODLAWN AME CHURCH,6456 S. Evans ,60637,6671402,,,,,,,Woodlawn A.M.E. Church,,,,,,,,,,,www.woodlawnamechurch.org,Samara Akins,Samara Akins,,,,,,,,60637,woodlawn a.m.e. church - woodlawn a.m.e.,child care,,cps_early_childhood_portal_scrape.csv,samara akins,extended day,,no,woodlawn,,,,samara akins,,6671402,6456 s evans,samara akins,no,,,www.woodlawnamechurch.org,woodlawn a.m.e. church,,,,no,,,"7148it(child care it center), 2686sa(school age (sa)), 7148p",1222
2,0.75912272930145264,2280,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Dr. Effie O Ellis,10 S. Kedzie ,60612,5339011,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Anelyn Jablo ,,,,,,,,60612,ymca of metropolitan chicago dr. effie o ellis,,,dfss_agencysitelies_2012.csv,anelyn jablo,,,no,east garfield park,,,,anelyn jablo,,5339011,10 s. kedzie,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,east garfield park,no,,,4364ps(hs collaboration with childcare & prek),2280
116,0.96904851198196407,2281,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Garfield,7 N. Homan ,60624,2653900,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Paulette Hernandez ,,,,,,,,60624,ymca of metropolitan chicago - garfield head start/child developmental center- ymca,head start,,cps_early_childhood_portal_scrape.csv,paulette hernandez,extended day,,no,east garfield park,,,,paulette hernandez,,2653900,7 n homan,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,yes,,,"7081ps(hs collaboration with childcare & prek), 6039ip(ehs c",1299
169,0.97629657387733459,2282,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago High Ridge,2424 W. Touhy ,60645,2628300,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Linda Acevedo,,,,,,,,60645,ymca of metropolitan chicago - high ridge ymca,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,linda acevedo,half day/full day,,yes,west ridge,,,,linda acevedo,,2628300,2424 w touhy,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,no,,,"2132it(child care it center), 7094ps(hs collaboration with c",74
820,0.98864,2283,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Jeanne Kenney Day Care Center,7600 S. Parnell ,60620,8861216,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Arlene Lewis,,,,,,,,60620,ymca of metropolitan chicago jeanne kenney day care center,,,chapin_dfss_providers_2011_070212.csv,arlene lewis,,,no,washington heights,,,,arlene lewis,,8861216,7600 s parnell,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,yes,,,"4393it(child care it center), 4393ps(child care ps center),",1895
821,0.98443546891212463,2284,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Logan Square - First Lutheran,3500 W. Fullerton ,60647,8625960,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Nilsa Ramirez ,,,,,,,,60647,ymca of metropolitan chicago logan square - first lutheran,head start,,dfss_agencysitelies_2012.csv,nilsa ramirez,half day/full day,,no,logan square,,,,nilsa ramirez,,8625960,3500 w fullerton,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,no,,,,710
822,0.987945,2285,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Marshall,3250 W. Adams ,60624,2650145,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Beverly Ross ,,,,,,,,60624,ymca of metropolitan chicago marshall,,,chapin_dfss_providers_2011_070212.csv,beverly ross,,,no,east garfield park,,,,beverly ross,,2650145,3250 w adams,dorothy cole-gary,no,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,yes,,,"6040ip(ehs collaboration enhanced center-ip), 6040ep(ehs col",1897
38,0.97960522174835207,2286,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago McCormick Tribune,1834 N. Lawndale ,60647,2352525,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Maria Franco ,,,,,,,,60647,ymca of metropolitan chicago - mccormick tribune- ymca,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,maria franco,half day/full day,,yes,logan square,,,,maria franco,,2352525,1834 n lawndale,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,yes,,,"2697it(child care it center), 7096ps(hs collaboration with c",55
73,0.97902165217833081,2287,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago North Lawndale,3449 W. Arthington ,60624,6380773,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Leslie Hampton ,,,,,,,,60624,ymca of metropolitan chicago - north lawndale ymca,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,leslie hampton,half day/full day,,yes,north lawndale,,,,leslie hampton,,6380773,3449 w arthington st,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,yes,,,"8023it(child care it center), 8022ps(hs collaboration with c",1199
54,0.98275968703356653,2288,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Rauner,2700 S. Western Ave. ,60608,8473115,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Sonya Sifuentes ,,,,,,,,60608,ymca of metropolitan chicago - rauner,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,sonya sifuentes,half day/full day,,yes,lower west side,,,,sonya sifuentes,,8473115,2700 s western ave,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,yes,,,"4167it(child care it center), 4170ps(hs collaboration with c",82
65,0.72690079361200333,2289,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago South Chicago,3039 E. 91st St. ,60617,7219100,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Sherry Ceroomes ,,,,,,,,60617,ymca of metropolitan chicago - south chicago ymca,child care,,cps_early_childhood_portal_scrape.csv,sherry ceroomes,half day/full day,,yes,south chicago,,,,sherry ceroomes,,7219100,3039 e 91st st,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,child care,,south chicago,no,,,"2694it(child care it center), 7095ps(hs collaboration with c",3296
823,0.989671,2290,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago South Side,6330 S. Stony Island ,60637,7739470,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Bobbie Dickens ,,,,,,,,60637,ymca of metropolitan chicago south side,,,chapin_dfss_providers_2011_070212.csv,bobbie dickens,,,yes,woodlawn,,,,bobbie dickens,,7739470,6330 s stony island,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,yes,,,"2695it(child care it center), 7144ps(hs collaboration with c",1902
575,0.98517498373985291,2291,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,LaVonna Loving,,,,,,,,60653,ymca of metropolitan chicago wabash,school age,,dfss_agencysitelies_2012.csv,lavonna loving,part day/full day,,yes,douglas,,,,lavonna loving,,2850020,3763 s wabash ave,dorothy cole-gary,no,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,no,,,2133sa(school age (sa)),1200
179,0.8664671778678894,2292,ECE Chicago Find a School scrape.csv, A-Karrasel Nursery Sch,3030 N. Kedzie ,60618,4636151,,,,,,Avondale,,,,,,,,,,,,,CP,,,,,,,,,60618,a karrasel nursery school & kindergarten,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,4636151,3030 n. kedzie,cp,,,,,,child care,,avondale,,,,,322
377,0.983645,2293,ECE Chicago Find a School scrape.csv, Addams,10810 Ave. H ,60617,5356210,,,,,,East Side,,,,,,,,,,,,,PFA-REG,,,,,,,,,60617,addams,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5356210,10810 s. ave. h,pfa-reg,,,,,,,,east side,,,,,922
445,0.9900947014490763,2294,ECE Chicago Find a School scrape.csv, Agassiz(Blended),2851 N. Seminary ,60657,5345725,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,,,60657,agassiz,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345725,2851 n. seminary,pfa-reg,,,,,,,,lake view,,,,,2294
445,0.9900947014490763,2295,ECE Chicago Find a School scrape.csv, Agassiz(Blended),2851 N. Seminary ,60657,5345725,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,,,60657,agassiz,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345725,2851 n. seminary,pfa-reg,,,,,,,,lake view,,,,,2294
100,0.75766279697418215,2296,ECE Chicago Find a School scrape.csv, Albany Park Comm Ctr,3401 W. Ainslie ,60625,5095657,,,,,,Albany Park,,,,,,,,,,,,,CP,,,,,,,,,60625,albany park community center - albany park head start center-kimball,child care,,cps_early_childhood_portal_scrape.csv,amy labb,extended day,,no,north park,,,486881,eve volin,,5095657,5121 n kimball,harold rice,yes,12/31/12,,www.apcc-chgo.org,albany park community center,,,albany park,no,,,"3006hd(hs am), 3007hd(hs pm), 6001it(ehs), 2498ps(child care",1401
1194,,2297,ECE Chicago Find a School scrape.csv, Albany Park Comm Ctr. East,5101 N. Kimball ,60625,5835111,,,,,,North Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,0.991977,2298,ECE Chicago Find a School scrape.csv, Alcott,2625 N. Orchard ,60614,5345460,,,,,,Lincoln Park,,,,,,,,,,,,,TB,,,,,,,,,60614,alcott,tuition based preschool,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,5345460,2625 n. orchard,tb,,,,,,,,lincoln park,,,,,1319
625,0.92408315340677893,2299,ECE Chicago Find a School scrape.csv, Aldridge,630 E. 131St St. ,60627,5355614,,,,,,Riverdale,,,,,,,,,,,,,HS-FD,,,,,,,,,60827,aldridge,head start,,dfss_agencysitelies_2012.csv,mr. vincent payne,5-6 hours,,no,riverdale,,,,mr. vincent payne,,5355614,630 e. 131st st.,paula cottone,yes,,,www.cps.edu,chicago public schools,,,riverdale,no,,,,1468
627,0.92296671867370605,2300,ECE Chicago Find a School scrape.csv, Altgeld,7007 S. Loomis ,60636,5353250,,,,,,West Englewood,,,,,,,,,,,,,HS-HD,,,,,,,,,60636,altgeld,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5353250,1340 w. 71st,hs-hd,,,,,,,,west englewood,,,,,555
382,0.991977,2301,ECE Chicago Find a School scrape.csv, Ariel Comm,1119 E. 46th St. ,60653,5351996,,,,,,Kenwood,,,,,,,,,,,,,PFA-REG,,,,,,,,,60653,ariel comm,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5351996,1119 e. 46th st.,pfa-reg,,,,,,,,kenwood,,,,,927
1195,,2302,ECE Chicago Find a School scrape.csv, Armour,950 W. 33rd Place ,60608,5354530,,,,,,Bridgeport,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,0.990105,2303,ECE Chicago Find a School scrape.csv, Armstrong,2110 W. Greenleaf ,60645,5342150,,,,,,West Ridge,,,,,,,,,,,,,PFA-REG,,,,,,,,,60645,"armstrong , g.",prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5342150,2110 w. greenleaf,pfa-reg,,,,,,,,west ridge,,,,,969
554,0.985494,2304,ECE Chicago Find a School scrape.csv, Ashburn School,8300 S. St. Louis ,60652,5357860,,,,,,Ashburn,,,,,,,,,,,,,PFA-REG,,,,,,,,,60652,ashburn school,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5357860,8300 s. st louis ave.,pfa-reg,,,,,,,,ashburn,,,,,1136
471,0.929967,2305,ECE Chicago Find a School scrape.csv, Attucks,5055 S. State St. ,60609,5351270,,,,,,Douglas,,,,,,,,,,,,,PFA-REG,,,,,,,,,60609,attucks,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5351270,3813 s. dearborn,pfa-reg,,,,,,,,douglas,,,,,1034
462,0.9920405546824137,2306,ECE Chicago Find a School scrape.csv, Audubon,3500 N. Hoyne ,60618,5345470,,,,,,North Center,,,,,,,,,,,,,PFA-REG TS,,,,,,,,,60618,audubon,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345470,3500 n. hoyne,pfa-reg ts,,,,,,,,north center,,,,,1322
462,0.9920405546824137,2307,ECE Chicago Find a School scrape.csv, Audubon,3500 N. Hoyne ,60618,5345470,,,,,,North Center,,,,,,,,,,,,,TB,,,,,,,,,60618,audubon,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345470,3500 n. hoyne,pfa-reg ts,,,,,,,,north center,,,,,1322
551,0.991977,2308,ECE Chicago Find a School scrape.csv, Avalon Park,8045 S. Kenwood ,60619,5356615,,,,,,Avalon Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60619,avalon park,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5356615,8045 s. kenwood,pfa-reg,,,,,,,,avalon park,,,,,1131
446,0.991977,2309,ECE Chicago Find a School scrape.csv, Avondale,2945 N. Sawyer ,60618,5345244,,,,,,Avondale,,,,,,,,,,,,,PFA-REG TS,,,,,,,,,60618,avondale,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345244,2945 n. sawyer,pfa-reg ts,,,,,,,,avondale,,,,,1004
1196,,2310,ECE Chicago Find a School scrape.csv, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,,,,,,South Lawndale,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,,2311,ECE Chicago Find a School scrape.csv, B & G Ida Mae Fletcher,3140 W Ogden ,60623,8475172,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,,2312,ECE Chicago Find a School scrape.csv, B & G James Jordan,2102 W. Monroe ,60612,4324294,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,0.42136052250862122,2313,ECE Chicago Find a School scrape.csv, B & G John Yancey,6245 S. Wabash ,60637,3634733,,,,,,Washington Park,,,,,,,,,,,,,CP,,,,,,,,,60637,boys & girls clubs john l. yancey,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,3634733,6245 s. wabash,cp,,,,,,child care,,washington park,,,,,416
531,0.991419,2314,ECE Chicago Find a School scrape.csv, Banneker,6656 S. Normal ,60621,5353020,,,,,,Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,,,60621,banneker,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5353020,6656 s. normal blvd.,pfa-reg,,,,,,,,englewood,,,,,1111
375,0.991977,2315,ECE Chicago Find a School scrape.csv, Barnard,10354 S. Charles St. ,60643,5352625,,,,,,Beverly,,,,,,,,,,,,,PFA-REG,,,,,,,,,60643,barnard,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5352625,10354 s. charles st.,pfa-reg,,,,,,,,beverly,,,,,918
443,0.912442,2316,ECE Chicago Find a School scrape.csv, Barry,4634 W. Diversey ,60641,5343455,,,,,,Hermosa,,,,,,,,,,,,,PFA-REG TS,,,,,,,,,60641,barry,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5343455,2828 n. kilbourn,pfa-reg ts,,,,,,,,hermosa,,,,,1000
355,0.95276585221290588,2317,ECE Chicago Find a School scrape.csv, Barton,7650 S. Wolcott Ave. ,60620,5353260,,,,,,Auburn Gresham,,,,,,,,,,,,,HS-FD,,,,,,,,,60620,barton,head start,,cps_early_childhood_portal_scrape.csv,mr. terrence carter,5-6 hours,,no,auburn gresham,,,,mr. frank gettridge,,5353260,7650 s. wolcott ave.,paula cottone,yes,,,www.cps.edu,chicago public schools,,,auburn gresham,no,,,,1471
384,0.991977,2318,ECE Chicago Find a School scrape.csv, Bass,1140 W. 66th St. ,60621,5353275,,,,,,Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,,,60621,bass,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5353275,1140 w. 66th st.,pfa-reg,,,,,,,,englewood,,,,,929
321,0.99197739362716675,2319,ECE Chicago Find a School scrape.csv, Bateman,4220 N. Richmond ,60618,5345055,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60618,bateman,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345055,4220 n. richmond,pfa-reg,,,,,,,,irving park,,,,,733
1199,,2320,ECE Chicago Find a School scrape.csv, Beard,6445 W. Strong ,60656,5341228,,,,,,Norwood Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0.985203,2321,ECE Chicago Find a School scrape.csv, Beasley,5255 S. State St ,60609,5351230,,,,,,Washington Park,,,,,,,,,,,,,CPC-FD,,,,,,,,,60609,beasley,,,ece chicago find a school scrape.csv,,,,,,,,,,,5351230,5255 s. state st,cpc-fd,,,,,,child parent center,,washington park,,,,,2321
496,0.991977,2322,ECE Chicago Find a School scrape.csv, Beaubien,5025 N. Laramie ,60630,5343500,,,,,,Jefferson Park,,,,,,,,,,,,,PFA-REG TS,,,,,,,,,60630,beaubien,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5343500,5025 n. laramie,pfa-reg ts,,,,,,,,jefferson park,,,,,1069
294,0.31616204977035522,2323,ECE Chicago Find a School scrape.csv, Beethoven,4421 S. State St. ,60609,5351480,,,,,,Fuller Park,,,,,,,,,,,,,HS-FD,,,,,,,,,60609,beethoven,head start,,dfss_agencysitelies_2012.csv,ms. dyrice garner,5-6 hours,,no,grand boulevard,,,,ms. dyrice garner,,5351480,25 w. 47th st.,paula cottone,yes,,,www.cps.edu,chicago public schools,,,fuller park,no,,,,1472
306,0.933850904305776,2324,ECE Chicago Find a School scrape.csv, Beidler,3151 W. Walnut ,60612,5346811,,,,,,East Garfield Park,,,,,,,,,,,,,HS-HD,,,,,,,,,60612,beidler,head start,,dfss_agencysitelies_2012.csv,ms. shirley ewings,5-6 hours,,no,east garfield park,,,,mr charles anderson,,5346811,3151 w. walnut,paula cottone,yes,,,www.cps.edu,chicago public schools,,,east garfield park,no,,,,1473
479,0.97273662686347961,2325,ECE Chicago Find a School scrape.csv, Belding,4207 W. Irving Park ,60641,5343590,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60641,belding,prekindergarten for all,,ece chicago find a school scrape.csv,,3-4 hours,,,,,,,,,5343590,4257 n. tripp,pfa-reg,,,,,,,,irving park,,,,,2326
479,0.98251673579216003,2326,ECE Chicago Find a School scrape.csv, Belding,4257 N. Tripp ,60641,5343590,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60641,belding,prekindergarten for all,,ece chicago find a school scrape.csv,,3-4 hours,,,,,,,,,5343590,4257 n. tripp,pfa-reg,,,,,,,,irving park,,,,,2326
519,0.98751825094223022,2327,ECE Chicago Find a School scrape.csv, Belmont-Cragin,6041 W. Diversey  ,60639,5343318,,,,,,Belmont Cragin,,,,,,,,,,,,,PFA-REG TS,,,,,,,,mmoya-leanga@cps.edu,60639,belmont-cragin,prekindergarten for all,,ece chicago find a school scrape.csv,,3-4 hours,,,,,,723729,,,5343318,6041 w. diversey,pfa-reg ts,,08/01/16,,,,,,belmont cragin,,,,,2874
372,0.991977,2328,ECE Chicago Find a School scrape.csv, Bennett,10115 S. Prairie ,60628,5355460,,,,,,Roseland,,,,,,,,,,,,,PFA-REG,,,,,,,,,60628,bennett,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5355460,10115 s. prairie,pfa-reg,,,,,,,,roseland,,,,,915
149,0.97979446649551394,2329,ECE Chicago Find a School scrape.csv, Bethel New Life,1120 N. Lamon ,60651,6267760,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,,,60651,bethel new life,child care,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,6267760,1120 n lamon avenue,cp,,,,,,child care,,austin,,,,,17
305,0.991977,2330,ECE Chicago Find a School scrape.csv, Bethune,3030 W. Arthington ,60612,5346890,,,,,,East Garfield Park,,,,,,,,,,,,,HS-HD,,,,,,,,,60612,bethune,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5346890,3030 w. arthington,hs-hd,,,,,,,,east garfield park,,,,,685
394,0.9920405546824137,2331,ECE Chicago Find a School scrape.csv, Blaine,1420 W. Grace ,60613,5345750,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,,,60613,blaine,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345750,1420 w. grace,tb,,,,,,,,lake view,,,,,2331
394,0.9920405546824137,2332,ECE Chicago Find a School scrape.csv, Blaine,1420 W. Grace ,60613,5345750,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,,,60613,blaine,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345750,1420 w. grace,tb,,,,,,,,lake view,,,,,2331
349,0.6386793851852417,2333,ECE Chicago Find a School scrape.csv, Bond,7050 S. May ,60621,5353480,,,,,,Englewood,,,,,,,,,,,,,HS-HD,,,,,,,,,60621,bond,head start,chicago public schools,dfss_agencysitelies_2012.csv,mr. alfonso carington,5-6 hours,,no,englewood,,,,,,5353480,7050 s. may,hs-hd,yes,,,ms. valesta cobbs,chicago public schools,,,englewood,no,,,paula cottone,830
388,0.984283,2334,ECE Chicago Find a School scrape.csv, Bontemps,1241 W. 58th St ,60636,5359175,,,,,,West Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,,,60636,bontemps,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5359175,1241 west 58th st,pfa-reg,,,,,,,,west englewood,,,,,934
